Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5183.577701
FDR21,OUT045,2709.879458
NCW29,OUT035,2264.411689
FDO11,OUT013,3852.442294
NCM31,OUT049,2351.537291
FDV35,OUT019,649.6842081
FDF58,OUT017,1217.528026
NCE43,OUT049,2750.896664
FDA02,OUT035,2442.398532
DRL37,OUT010,1.87167441
FDR24,OUT018,1282.721746
FDW59,OUT049,1515.641435
FDS22,OUT049,973.5162407
FDW24,OUT017,1046.690627
FDU24,OUT035,1739.370806
FDA21,OUT027,4356.787377
FDH58,OUT027,3362.885945
FDW36,OUT018,1462.590322
FDI45,OUT027,4165.368159
FDU01,OUT018,2634.101107
FDF35,OUT027,3251.503324
FDU43,OUT019,1822.550527
FDE24,OUT019,490.2487429
FDK50,OUT049,2662.881286
FDG31,OUT045,1071.878879
FDC60,OUT045,1460.362518
FDL36,OUT013,1559.955856
FDP21,OUT013,2979.895528
FDW16,OUT045,1465.066852
FDX02,OUT017,3549.525152
FDQ58,OUT027,3894.098228
FDT51,OUT046,1823.5891
FDD59,OUT049,1461.869035
NCM42,OUT018,1537.35921
FDA57,OUT018,554.4078661
FDZ48,OUT035,1987.347848
FDE46,OUT045,2349.541752
NCZ30,OUT019,154.6338142
FDB56,OUT017,3027.833069
FDA25,OUT027,3184.372903
FDD20,OUT013,2059.295917
FDL25,OUT013,1591.376233
NCO18,OUT049,2864.198196
FDJ45,OUT017,833.8974299
FDR12,OUT035,2821.287616
NCF19,OUT010,1.87167441
FDK25,OUT046,2621.366979
NCR17,OUT046,1870.701077
FDC52,OUT046,2411.507914
NCA54,OUT017,2928.830426
FDR45,OUT010,1826.438429
NCM19,OUT049,1952.66694
FDF39,OUT027,5457.781764
FDX23,OUT049,1712.780209
FDD58,OUT027,3115.323571
FDX28,OUT013,1707.537543
NCD31,OUT013,2593.3308
FDU57,OUT018,2133.331158
FDI27,OUT046,891.5875554
NCM42,OUT046,1785.5083
FDD32,OUT027,2851.617752
FDI34,OUT013,3542.980032
NCM29,OUT049,2189.204871
FDG46,OUT018,1591.131609
DRC01,OUT010,1.87167441
FDB15,OUT027,5454.432965
NCA17,OUT027,3838.406917
FDF10,OUT046,2359.617248
FDR26,OUT027,4245.404756
FDI02,OUT049,1935.508274
NCM54,OUT010,229.9046267
FDF14,OUT013,2430.057513
FDJ33,OUT010,137.0362065
FDM20,OUT035,3898.537269
FDC03,OUT027,4489.581154
NCX05,OUT046,1907.878187
NCM41,OUT027,3004.392795
NCU29,OUT010,517.429534
FDQ59,OUT017,1529.812888
FDH46,OUT010,1.87167441
FDH09,OUT013,995.3671083
NCD06,OUT045,837.711704
FDC15,OUT035,2610.41333
DRD37,OUT027,2335.119025
FDT28,OUT027,3825.989763
FDR28,OUT027,4029.751782
FDT38,OUT017,1569.360754
FDV34,OUT027,2765.484108
FDY52,OUT035,1279.541434
FDB34,OUT013,1497.566946
DRL23,OUT018,1487.350278
DRB24,OUT046,2445.750892
FDJ50,OUT046,1009.178754
FDQ49,OUT035,2593.743686
FDP20,OUT035,2165.334691
FDV19,OUT027,3965.932983
NCR54,OUT045,2978.326789
FDO09,OUT010,2137.708071
FDS57,OUT018,2024.319293
FDN10,OUT049,2011.180851
FDV23,OUT049,2126.890315
FDY28,OUT049,3396.877544
DRG51,OUT013,2591.900911
FDD45,OUT019,1.87167441
NCL18,OUT027,4450.033288
NCM29,OUT013,2134.479472
FDF17,OUT027,4497.182443
FDE22,OUT017,2643.713452
FDQ22,OUT017,871.9410523
FDS01,OUT013,2838.070573
FDW35,OUT027,2292.785737
FDJ33,OUT046,2016.890052
NCF54,OUT035,2840.817038
FDE09,OUT013,1840.783164
NCE06,OUT045,2477.55684
DRH49,OUT049,1487.080835
FDY43,OUT045,2605.646282
NCT05,OUT017,3977.445125
FDZ34,OUT045,2912.137234
FDL38,OUT017,1587.385932
FDZ31,OUT017,3056.356492
FDR14,OUT035,1184.828457
NCN54,OUT049,1458.105568
NCC42,OUT027,3687.476431
FDK08,OUT017,1764.469086
FDP59,OUT013,1781.328386
FDV22,OUT035,2629.490907
FDD33,OUT035,3734.812137
DRE60,OUT027,4941.320215
FDK52,OUT046,3485.860612
FDA02,OUT017,2429.038521
FDM56,OUT049,1896.486607
FDE57,OUT035,2407.17751
FDM32,OUT045,1439.36603
NCQ30,OUT027,3428.060278
FDQ27,OUT027,3188.662569
FDT60,OUT027,3475.209433
FDU43,OUT049,3769.143384
NCO55,OUT035,1910.697227
FDG02,OUT045,2898.364545
FDJ28,OUT013,2996.038973
FDP40,OUT045,1767.831515
FDJ38,OUT045,2894.563901
NCC54,OUT017,3793.738727
NCZ41,OUT046,2034.011541
FDK38,OUT019,548.7626539
FDU52,OUT013,2487.667734
FDC40,OUT046,1330.909462
NCR30,OUT017,1400.819756
NCN18,OUT017,1933.95095
FDB50,OUT035,1507.537209
FDG04,OUT013,2958.484372
FDR26,OUT035,2920.327437
NCT17,OUT018,2671.692885
FDX35,OUT027,4934.622615
FDS12,OUT046,2062.120296
NCZ29,OUT027,3489.471144
FDB38,OUT010,710.6933094
FDP12,OUT013,800.7477983
FDP22,OUT046,978.6992432
FDS26,OUT018,3710.335539
FDR52,OUT046,2985.090663
DRJ13,OUT046,2545.731579
FDU48,OUT027,3559.424166
FDE29,OUT035,1251.432679
NCT29,OUT049,2073.080739
DRK37,OUT018,2675.004507
FDK55,OUT046,1492.75286
FDR07,OUT046,1614.18188
FDO21,OUT027,4903.69126
FDK46,OUT049,4059.490892
FDB12,OUT045,1665.028227
FDT31,OUT027,4391.030355
FDJ33,OUT045,1948.263468
FDC26,OUT027,3260.008303
NCQ02,OUT045,2860.283746
FDP08,OUT010,1169.055615
FDB11,OUT027,4920.849926
FDV55,OUT013,2360.141668
FDW20,OUT049,2070.672806
NCJ18,OUT019,150.3813248
FDC41,OUT018,1058.000416
FDE14,OUT027,3139.631681
FDG35,OUT013,2779.519485
FDF45,OUT035,1205.713414
FDS19,OUT027,2798.334374
FDS58,OUT019,702.9675858
FDA26,OUT017,3488.151464
FDM32,OUT049,1588.943256
FDL45,OUT046,2048.31043
FDZ55,OUT049,2615.732132
FDY37,OUT049,2356.278802
FDO46,OUT046,2969.399063
FDQ60,OUT046,1950.211476
FDA19,OUT018,1839.183005
FDL15,OUT046,2445.788069
FDM10,OUT018,3023.451258
NCL05,OUT017,946.2209177
DRK49,OUT010,1.87167441
NCE18,OUT027,5284.536433
FDG40,OUT049,823.5637983
DRI59,OUT045,3344.346874
FDK28,OUT035,4049.393401
NCD06,OUT019,1.87167441
FDO11,OUT019,2006.33128
FDK27,OUT046,1948.292565
FDT43,OUT027,2408.420847
FDD38,OUT018,1438.356566
FDA16,OUT049,3475.861744
FDL14,OUT027,3892.14214
NCM17,OUT049,958.7283303
FDD20,OUT045,1941.565868
FDA40,OUT045,1433.683652
FDL43,OUT045,1281.849476
FDV15,OUT045,1637.860339
FDE52,OUT046,1520.40977
NCL17,OUT010,458.8784459
NCJ31,OUT045,3591.872071
FDR60,OUT045,1291.369676
NCA18,OUT035,2038.749492
FDS21,OUT027,2594.12051
FDW09,OUT035,1505.129277
FDL26,OUT035,2592.802819
FDS47,OUT018,1251.301368
FDC39,OUT046,3191.638105
FDT51,OUT035,1974.478849
FDK40,OUT035,4147.003333
NCG19,OUT045,3540.996626
FDZ07,OUT046,1126.732775
FDF08,OUT027,2961.118639
FDO04,OUT013,1059.185907
FDK41,OUT018,1168.894015
FDP15,OUT049,3986.151893
NCD43,OUT018,1474.518455
NCP18,OUT013,2397.696269
FDZ51,OUT046,1574.144992
DRH13,OUT035,1935.494359
FDF38,OUT045,743.450572
NCI43,OUT045,873.9107698
FDM38,OUT027,2467.987156
FDS03,OUT013,1195.328483
DRJ47,OUT017,2786.931118
FDT50,OUT010,1.87167441
FDV02,OUT046,2706.63411
NCG18,OUT017,1820.686595
FDW52,OUT046,2594.273446
FDS40,OUT035,900.1261506
FDN31,OUT017,3067.83278
FDA37,OUT045,1930.126758
FDA15,OUT046,3813.348053
FDL39,OUT046,2829.907687
FDJ53,OUT045,1914.472335
FDX22,OUT013,3280.252257
NCZ42,OUT045,3583.367092
FDD56,OUT027,4209.694713
FDD40,OUT017,3103.053802
FDS50,OUT013,3423.5071
NCN14,OUT013,2906.593706
FDT15,OUT013,2889.924062
NCS18,OUT027,3235.774547
NCO26,OUT010,42.32322964
FDF58,OUT018,856.1573076
NCB19,OUT013,1505.694435
FDH26,OUT017,2352.839745
DRB24,OUT027,3875.961518
FDA49,OUT018,1211.753503
FDB32,OUT045,1536.524117
FDI36,OUT017,3149.187735
NCA17,OUT010,538.3516675
FDH22,OUT013,2058.769717
NCM26,OUT018,2169.982069
FDT15,OUT027,4311.068112
FDB16,OUT018,1221.762725
NCP54,OUT027,3455.680011
FDJ36,OUT013,1732.260321
FDO28,OUT045,1881.584891
FDU09,OUT013,1045.37604
FDF29,OUT017,2178.127347
FDY08,OUT013,2279.201381
DRJ59,OUT018,506.7696896
FDT23,OUT027,2825.465085
FDU15,OUT018,518.7349994
FDT47,OUT013,1653.238944
FDI53,OUT019,755.3844508
FDR59,OUT018,3728.924094
FDD53,OUT035,963.4187501
FDY51,OUT017,3480.023975
FDT04,OUT049,875.4172871
FDU51,OUT049,2861.82744
FDG14,OUT035,2554.270175
NCU06,OUT045,3472.925338
DRG25,OUT046,2899.860709
DRH49,OUT035,1581.328053
FDN15,OUT035,2372.897355
FDL43,OUT018,1068.009638
NCT18,OUT049,2941.826861
NCB31,OUT013,4000.890494
FDK57,OUT035,2088.721247
FDY04,OUT019,756.7771625
NCP54,OUT046,1979.712943
FDF41,OUT013,3762.885497
FDM01,OUT045,1634.548716
FDW03,OUT045,1661.679427
FDF28,OUT045,1925.837091
FDY37,OUT017,2367.101456
FDQ03,OUT017,3729.468083
FDP51,OUT027,3406.197278
FDJ40,OUT017,1923.038038
FDC32,OUT049,1668.490832
DRI49,OUT027,2857.337307
NCW54,OUT017,1127.55656
FDF09,OUT017,876.2678959
FDP45,OUT018,3561.812985
DRJ23,OUT018,2654.045197
FDS59,OUT017,1925.408794
FDY08,OUT046,2227.23814
FDX16,OUT049,2445.761246
FDY16,OUT018,2618.861352
FDK32,OUT035,2570.939819
FDQ22,OUT013,832.1309985
NCC31,OUT018,2208.062868
FDG58,OUT049,2531.443045
DRF48,OUT013,2972.78326
DRH36,OUT049,1381.41777
NCR30,OUT035,1465.655765
FDB03,OUT019,1891.148015
FDZ28,OUT027,3494.212655
FDR35,OUT017,3173.94769
DRD15,OUT027,5016.992792
FDJ33,OUT019,204.1537244
FDA56,OUT010,122.2854732
FDP56,OUT046,925.8305333
NCT30,OUT046,928.7274881
FDK15,OUT017,1770.225818
FDH44,OUT018,2078.580714
FDV01,OUT013,2480.066445
DRG03,OUT017,2516.564876
FDG50,OUT027,2972.972418
FDR16,OUT010,1476.109945
FDZ60,OUT046,1782.196678
DRG03,OUT045,2376.18344
FDS56,OUT018,3752.743182
FDU33,OUT045,816.7523934
DRD27,OUT035,1802.174384
FDW22,OUT046,3430.169302
DRA24,OUT045,2504.68755
FDF38,OUT049,888.7381315
FDX48,OUT013,2476.265801
FDS58,OUT018,2277.564045
FDC32,OUT046,1568.951636
NCQ29,OUT045,3912.284421
DRK39,OUT018,1178.940414
NCS38,OUT017,1969.171972
DRO47,OUT013,1871.714519
DRG27,OUT027,2295.193669
FDC57,OUT027,4428.133111
FDS55,OUT046,2338.62076
NCJ06,OUT018,1691.601319
FDO01,OUT019,280.3153235
NCM55,OUT045,2826.492613
FDC52,OUT049,2509.617222
FDQ15,OUT045,1315.603432
NCT30,OUT027,2370.377224
NCR42,OUT027,2153.294361
FDD28,OUT035,1212.862858
FDQ34,OUT049,1827.437275
FDZ12,OUT027,3731.276786
DRE13,OUT019,1.87167441
NCN07,OUT019,329.3462118
FDM28,OUT035,2969.847347
FDI10,OUT017,2788.850028
FDQ25,OUT013,2706.14331
FDA38,OUT010,1856.91794
DRI13,OUT049,3428.749767
FDY20,OUT027,2980.610884
NCZ53,OUT035,3062.152391
NCM31,OUT013,2325.409668
DRB01,OUT017,3039.235003
DRF37,OUT046,3987.534251
NCF42,OUT049,2865.665262
FDF16,OUT018,2106.689469
FDB41,OUT013,953.5228413
FDR34,OUT013,3519.649966
FDR15,OUT018,2204.262224
NCV42,OUT019,26.12970434
FDW51,OUT035,3417.259564
FDU36,OUT017,1726.388286
FDX60,OUT049,1490.466812
FDY03,OUT035,2001.157714
FDW55,OUT045,3718.983469
FDT01,OUT010,1449.920101
FDG58,OUT013,2481.007312
FDK21,OUT017,3902.713415
NCS41,OUT019,1036.174582
FDS10,OUT045,2768.430546
NCT53,OUT046,2598.563112
FDJ28,OUT018,2704.505974
FDX44,OUT045,1422.696386
FDT20,OUT018,526.7881333
FDO44,OUT017,1907.761106
NCX17,OUT049,3691.551896
FDY01,OUT017,2003.000282
FDJ12,OUT027,4686.193729
DRK35,OUT018,502.9690451
FDD47,OUT019,837.191251
NCM53,OUT035,1904.036805
FDO45,OUT013,1518.526257
NCM42,OUT010,1.87167441
FDE04,OUT046,2808.948376
NCI30,OUT027,5234.075655
FDZ19,OUT013,2766.613308
FDW57,OUT013,2807.102041
FDA25,OUT013,1731.771299
FDT22,OUT046,1083.873287
FDP51,OUT013,1969.324451
FDD48,OUT027,3350.505967
FDY39,OUT035,2998.370769
FDO48,OUT010,1576.542477
FDD23,OUT027,4343.881201
DRN35,OUT027,2218.543048
FDT01,OUT035,3446.346363
FDC20,OUT010,1.87167441
DRJ35,OUT035,1274.310901
FDB32,OUT046,1579.412703
FDL24,OUT046,2717.095177
NCV42,OUT035,1994.045447
FDZ46,OUT046,1801.688923
FDC15,OUT013,2495.758045
FDD08,OUT019,1.87167441
FDY50,OUT049,1602.301278
FDD36,OUT013,1972.184229
FDG57,OUT027,2387.987735
FDL21,OUT018,561.5573103
FDN16,OUT027,3148.625682
FDJ09,OUT027,2341.816625
FDS01,OUT010,967.7387062
FDV33,OUT017,4056.992701
DRE12,OUT017,1968.720127
FDR07,OUT013,1658.995677
FDP48,OUT010,1032.461195
NCB55,OUT035,1212.373836
FDQ08,OUT013,1121.989484
FDR34,OUT035,3685.781249
FDO33,OUT046,1845.000255
FDP13,OUT045,719.6314837
FDX12,OUT049,3807.224183
NCT06,OUT049,2711.423153
FDR16,OUT019,1483.172131
FDE36,OUT046,2600.482023
FDZ36,OUT049,2976.521684
FDV13,OUT045,1427.964097
NCZ17,OUT035,903.4377732
FDU56,OUT045,2794.094191
FDM09,OUT035,2827.044349
FDV02,OUT017,2794.117739
FDS34,OUT018,1591.131609
FDA11,OUT049,1695.621543
FDP09,OUT017,3364.351688
FDB29,OUT027,3326.197857
FDT19,OUT017,2806.949561
DRH15,OUT017,968.6101171
FDY38,OUT046,3584.863255
FDF14,OUT027,3861.210784
FDN48,OUT010,1.87167441
FDQ12,OUT013,3567.777165
NCJ43,OUT045,2642.71186
FDE17,OUT019,605.4320084
FDB05,OUT035,3943.767513
FDH10,OUT045,2927.37699
NCR06,OUT017,919.5420517
FDU32,OUT018,1713.953341
FDD56,OUT049,2814.678286
FDO36,OUT018,2572.238396
FDH16,OUT010,1.87167441
FDX10,OUT018,486.3365781
FDZ37,OUT017,1594.572554
FDU31,OUT010,1517.991389
DRC49,OUT049,2360.079447
FDL15,OUT045,2351.423485
FDN32,OUT019,1087.161558
DRH59,OUT027,2750.244353
NCU29,OUT049,2441.056912
FDR37,OUT019,1054.311292
FDS14,OUT018,2221.383712
FDU02,OUT027,4939.364127
FDJ08,OUT035,3141.699967
NCZ06,OUT045,3799.923756
FDO31,OUT049,1496.186367
FDH31,OUT018,1424.583877
FDS58,OUT017,2620.346208
NCA53,OUT027,2389.417624
FDF50,OUT046,3067.912684
NCW42,OUT049,3515.898631
NCQ17,OUT045,2402.825129
FDK51,OUT018,3753.646872
NCW41,OUT010,650.1861333
NCR29,OUT017,1122.326027
FDB08,OUT019,698.6779193
FDA40,OUT027,2918.221974
FDL14,OUT018,2232.370978
FDB47,OUT046,3206.388839
FDO03,OUT035,3650.034028
DRK13,OUT019,1254.198312
FDX13,OUT010,1953.51265
FDF52,OUT046,2857.038398
FDT11,OUT013,2963.714905
FDB08,OUT013,2559.087822
FDQ28,OUT018,2203.321357
FDD29,OUT045,3782.76509
NCQ29,OUT027,5432.569964
NCO02,OUT013,1201.499883
FDR56,OUT010,1203.787615
NCM54,OUT049,2123.504339
FDP51,OUT035,2055.381959
FDT38,OUT013,1480.934479
FDZ20,OUT018,3599.893785
FDJ53,OUT013,1993.595384
FDX13,OUT049,3895.728583
FDP58,OUT035,3537.258695
NCK31,OUT019,1.87167441
FDA35,OUT018,1739.202318
FDV37,OUT018,2819.274571
NCO07,OUT027,4745.196662
FDA20,OUT045,2848.39279
FDZ59,OUT035,2793.742238
NCY17,OUT017,978.130317
FDQ28,OUT035,2575.192308
FDV35,OUT017,2547.044387
FDQ36,OUT013,773.5427333
FDD34,OUT018,2309.925289
FDK51,OUT045,3960.337266
FDV31,OUT035,2896.508348
FDR04,OUT035,1756.455118
FDR14,OUT049,1126.328461
DRC36,OUT010,896.7704634
FDE39,OUT019,152.7520805
FDP57,OUT049,1825.103697
FDE57,OUT046,2259.147539
NCN18,OUT046,1833.598322
NCQ05,OUT018,2123.321936
FDW47,OUT035,2100.123181
FDV46,OUT035,2355.738689
NCP29,OUT045,1068.078235
FDE09,OUT018,1557.829498
NCU06,OUT027,4976.052215
FDT19,OUT010,886.7984187
DRF15,OUT017,2512.764232
DRI51,OUT013,2703.772554
NCX54,OUT013,1759.842877
DRE01,OUT013,3722.922963
NCB07,OUT045,2965.457789
FDU50,OUT035,2016.849315
FDG40,OUT035,873.4844618
FDW10,OUT018,2488.890176
FDX51,OUT013,3045.069861
NCP17,OUT045,1072.367901
FDP21,OUT035,3070.242702
FDL04,OUT045,1675.000272
FDV23,OUT013,2029.268251
FDF24,OUT046,1400.899661
FDH56,OUT027,3318.070369
FDB51,OUT049,1212.913949
FDI58,OUT027,3050.149238
FDR20,OUT013,940.6910189
FDC51,OUT018,1735.853518
FDB16,OUT027,2923.000663
FDE40,OUT049,1197.674194
NCM17,OUT035,1010.078883
FDU56,OUT035,3035.058857
FDS32,OUT019,443.0995884
FDX02,OUT049,3540.132387
FDT39,OUT027,3874.116961
FDE35,OUT017,1150.886627
NCI42,OUT019,1432.748531
DRL23,OUT046,1752.658034
FDA10,OUT046,1987.351409
FDA11,OUT013,1636.606477
NCM06,OUT046,2452.900336
NCT05,OUT035,4068.019133
NCQ02,OUT010,1066.21515
NCY06,OUT049,2186.834115
FDY56,OUT035,3598.143362
FDL02,OUT035,1880.217717
NCI06,OUT035,2935.530015
FDQ14,OUT045,2316.202463
FDQ12,OUT017,3600.437774
FDP36,OUT046,934.8617112
FDK21,OUT027,5276.897966
FDO40,OUT045,2283.804042
NCK54,OUT019,107.5218368
FDY09,OUT018,2505.596997
NCW30,OUT049,4059.979914
NCC55,OUT027,2208.985671
FDE58,OUT018,1654.913231
FDR39,OUT013,2906.141861
FDU28,OUT049,3006.512172
FDH08,OUT017,3596.148108
FDG35,OUT045,2678.948103
FDG22,OUT049,835.9065987
FDC34,OUT035,2627.120151
FDP15,OUT018,3622.734829
FDK34,OUT010,1826.927451
FDU45,OUT035,2040.216558
FDQ04,OUT027,2258.957426
FDX22,OUT018,2977.280148
FDB45,OUT017,1817.78964
NCH43,OUT027,4794.716572
DRE60,OUT046,3448.19448
FDD17,OUT027,5067.416392
NCM54,OUT017,2155.775325
NCH55,OUT013,2090.716294
NCT06,OUT017,2697.937696
FDA48,OUT027,4857.52015
FDY58,OUT027,4954.152037
FDO25,OUT045,3191.609008
FDN50,OUT045,1527.003917
FDH35,OUT035,2743.733305
FDK09,OUT045,3421.938362
FDO16,OUT013,1446.165302
FDW11,OUT045,1080.984412
FDU47,OUT027,3697.485653
NCQ42,OUT010,242.7736263
FDK55,OUT027,2964.430262
FDN08,OUT049,1994.511207
FDT57,OUT045,3569.068204
FDJ12,OUT018,2944.918904
DRL59,OUT017,1082.815339
NCN53,OUT046,741.6351129
FDO51,OUT010,1.87167441
FDK56,OUT017,3029.75198
FDY12,OUT035,1132.937791
FDU15,OUT035,904.9048391
FDQ19,OUT046,3712.426498
DRF15,OUT045,2373.812685
DRE25,OUT019,1.87167441
FDK57,OUT018,1681.103075
FDD33,OUT010,1715.507653
FDR34,OUT027,4959.382571
FDU04,OUT045,1903.485069
FDE35,OUT019,1.87167441
NCD31,OUT035,2712.275751
FDJ56,OUT035,1815.98425
NCU53,OUT046,2593.295402
FDD39,OUT035,3459.141008
NCU17,OUT019,1.87167441
FDJ20,OUT046,2002.102142
NCW41,OUT018,2221.835557
FDL52,OUT035,929.1757722
FDS39,OUT035,2405.258599
DRJ47,OUT045,2656.558904
FDP13,OUT010,1.87167441
DRK39,OUT010,1.87167441
FDF28,OUT010,207.5526044
FDB09,OUT045,1964.44409
FDM51,OUT046,1669.346991
DRM49,OUT018,622.4791541
DRF23,OUT013,2787.609796
DRH01,OUT035,2854.137882
FDH12,OUT027,3221.964681
FDA28,OUT019,212.2068584
FDW37,OUT018,1269.363724
FDF02,OUT046,1724.134612
DRL37,OUT046,860.1671781
NCF43,OUT046,2263.88905
FDH08,OUT010,1665.987743
FDR34,OUT019,1707.856284
NCK19,OUT049,3121.28077
NCD55,OUT018,587.2581323
FDT27,OUT049,3674.845075
FDQ57,OUT045,2271.461242
FDA47,OUT035,2707.53424
DRG15,OUT027,2591.749755
FDE05,OUT018,2059.540314
FDN46,OUT046,1678.867191
FDX27,OUT027,3014.853862
FDT51,OUT045,1749.24296
FDU33,OUT013,908.7444425
FDJ16,OUT027,2539.859089
FDD20,OUT019,178.8675702
FDT36,OUT049,811.1466436
DRF15,OUT027,3868.360229
FDN52,OUT010,1.87167441
FDC22,OUT027,4425.273333
FDX15,OUT045,2467.095773
FDT13,OUT013,2944.637329
FDU04,OUT017,2068.174615
FDU31,OUT019,1520.763909
FDW59,OUT027,2912.087751
NCO29,OUT046,2601.42289
FDL15,OUT035,2563.790374
FDI41,OUT049,2411.970113
FDQ48,OUT049,1744.652431
DRI39,OUT013,1063.927418
FDI08,OUT013,3856.731961
FDC21,OUT049,1905.554962
FDF58,OUT035,1276.644479
FDS08,OUT010,948.6983064
FDE47,OUT045,1930.126758
NCP18,OUT019,607.3509192
NCR41,OUT013,1653.276121
FDA27,OUT013,3904.747628
FDA43,OUT035,3160.214167
FDA49,OUT045,1408.434675
NCE55,OUT018,2524.637397
DRM49,OUT027,2346.595313
FDF22,OUT027,4753.286973
FDQ15,OUT018,1130.36137
NCS54,OUT017,2837.391895
NCY05,OUT013,789.3086876
FDR45,OUT046,3666.255388
FDK57,OUT049,2065.968472
FDF41,OUT010,1954.03885
FDV21,OUT046,2036.871319
FDD51,OUT046,887.2978889
FDF33,OUT046,1807.934677
FDA38,OUT046,3650.978455
FDR56,OUT045,2970.688323
NCN41,OUT017,2075.775904
FDC60,OUT027,2947.760618
FDB47,OUT045,3143.481809
DRH01,OUT013,2778.089596
FDW08,OUT046,1740.278057
FDF38,OUT027,2249.437227
FDY32,OUT017,2665.576452
FDG34,OUT049,1898.405518
FDG47,OUT019,2163.847834
NCF18,OUT035,3099.744168
FDL39,OUT019,1020.031137
NCH55,OUT035,2185.353135
DRJ35,OUT049,1201.512016
FDS44,OUT035,3801.868204
DRE01,OUT018,3424.24052
FDY39,OUT013,2905.163817
FDY32,OUT018,2291.336734
FDR33,OUT027,3279.574902
NCP50,OUT049,1491.407679
FDZ47,OUT018,1387.406767
FDU57,OUT049,2509.617222
FDY44,OUT013,3048.870505
DRH59,OUT018,1033.277638
FDB03,OUT027,5125.515635
FDY46,OUT045,2842.184213
FDM39,OUT045,2705.063593
FDY36,OUT035,1455.194699
NCM55,OUT035,3020.270947
FDJ50,OUT010,1.87167441
DRL60,OUT013,2426.256868
NCJ54,OUT049,3653.433919
FDX59,OUT017,820.0875635
FDI07,OUT013,3115.097237
DRF51,OUT010,1.87167441
FDM14,OUT017,1904.938505
FDP21,OUT045,2857.875813
FDE40,OUT035,1286.201856
FDE05,OUT035,2485.747042
FDM13,OUT027,3589.940853
FDC34,OUT027,3932.179027
NCI55,OUT018,1733.971785
NCE43,OUT018,2391.769266
FDW58,OUT018,1508.346765
FDG60,OUT045,3525.267849
FDV31,OUT017,2857.410338
FDR47,OUT013,3046.988772
FDM60,OUT019,1.87167441
NCF06,OUT018,3673.684628
NCN26,OUT027,3364.278657
FDQ59,OUT049,1557.597233
FDF09,OUT046,763.0462684
NCS06,OUT017,4122.204211
FDT44,OUT046,1926.429565
FDI19,OUT017,3828.507904
FDT22,OUT017,1192.805248
NCF54,OUT027,4133.006915
DRG25,OUT045,2828.374346
FDB59,OUT017,3157.278046
FDQ37,OUT017,3119.234424
FDP56,OUT035,1071.000727
FDW44,OUT035,2842.284104
FDJ26,OUT010,1478.969722
FDU43,OUT018,3372.838876
FDW33,OUT045,1670.221583
NCX53,OUT027,3737.974385
FDN56,OUT010,494.5884897
DRF15,OUT049,2510.520911
FDO33,OUT017,1972.520771
FDZ39,OUT010,1.87167441
NCJ19,OUT017,1127.55656
FDU01,OUT035,3025.990502
FDT12,OUT035,3589.564029
NCM18,OUT018,864.2847957
FDP19,OUT017,2178.616369
NCR42,OUT049,805.4642654
FDN10,OUT046,1935.949765
FDG44,OUT017,1118.56256
FDQ10,OUT046,2692.787067
DRH13,OUT049,1841.247142
FDT52,OUT013,3772.442874
FDM56,OUT045,1754.058826
NCO43,OUT010,1.87167441
NCV29,OUT035,2919.838415
NCF06,OUT013,3989.525737
FDO50,OUT035,1691.73263
FDT59,OUT013,3554.419143
FDX40,OUT027,2215.157072
FDE50,OUT017,3000.665182
FDX51,OUT017,3152.08469
NCD30,OUT018,1386.954922
FDK15,OUT013,1706.107654
FDL12,OUT045,1045.274368
FDK46,OUT017,4046.005435
DRH49,OUT010,1.87167441
FDQ57,OUT046,2340.087826
FDY59,OUT017,1672.164042
FDO09,OUT018,3719.366717
NCG30,OUT035,2192.539756
FDM09,OUT017,2747.909451
NCN17,OUT027,3134.852993
NCS42,OUT013,1554.688146
FDD02,OUT019,100.3352155
FDE34,OUT013,2876.603218
FDU38,OUT045,2924.554389
FDB33,OUT046,2492.373847
NCJ29,OUT017,1577.451065
FDZ27,OUT035,1073.371482
FDI40,OUT013,1695.120388
FDG22,OUT013,809.7789762
FDT51,OUT017,1919.652061
FDF20,OUT018,2816.903816
FDV50,OUT035,2132.03258
FDT02,OUT049,849.7536422
DRC49,OUT017,2403.789544
FDF26,OUT049,2505.742223
FDV52,OUT035,2081.60898
FDX59,OUT049,836.4327978
FDV25,OUT035,3560.09974
FDW23,OUT027,2242.324959
FDE53,OUT018,1517.866965
FDA19,OUT017,2196.264057
FDH22,OUT046,2042.553697
NCO41,OUT013,1667.989677
FDX12,OUT017,3786.589282
FDF17,OUT013,3084.617726
FDS11,OUT045,3348.63654
FDR51,OUT035,2530.940108
FDT49,OUT010,1.87167441
FDC56,OUT013,1988.364851
FDR13,OUT027,3355.247479
FDQ60,OUT035,2106.82078
FDN38,OUT049,3889.030983
NCL29,OUT013,2526.237556
FDO13,OUT027,4035.923182
FDE26,OUT018,2034.780359
FDA31,OUT010,873.9294191
FDX14,OUT035,1462.306966
FDA34,OUT045,2659.418681
FDF26,OUT013,2458.166268
FDE38,OUT045,2551.836705
DRI11,OUT046,1864.040655
FDQ60,OUT027,3384.711768
FDL21,OUT027,2252.786026
DRC12,OUT027,4435.808754
FDC47,OUT046,3499.633301
FDE57,OUT045,2171.932399
FDT14,OUT045,1890.653246
NCZ53,OUT046,2951.29953
FDE28,OUT018,3268.6057
FDR19,OUT035,2447.140043
